state,Year,Week,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths
Tennessee,2010,49,9.02,1242,112
Tennessee,2010,50,9.54,1279,122
Tennessee,2010,51,8.85,1254,111
Tennessee,2010,52,7.89,1204,95
Tennessee,2011,01,10.29,1293,133
Tennessee,2011,02,10.77,1235,133
Tennessee,2011,03,9.4,1277,120
Tennessee,2011,04,10.48,1202,126
Tennessee,2011,05,10.78,1225,132
Tennessee,2011,06,9.42,1285,121
Tennessee,2011,07,9.23,1311,121
Tennessee,2011,08,9.76,1250,122
Tennessee,2011,09,12.62,1252,158
Tennessee,2011,10,10.23,1241,127
Tennessee,2011,11,9.59,1251,120
Tennessee,2011,12,8.68,1106,96
Tennessee,2011,13,10.41,1143,119
Tennessee,2011,14,9.15,1180,108
Tennessee,2011,15,9.76,1148,112
Tennessee,2011,16,9.83,1088,107
Tennessee,2011,17,7.66,1175,90
Tennessee,2011,18,8.28,1171,97
Tennessee,2011,19,8.22,1180,97
Tennessee,2011,20,8.86,1106,98
Tennessee,2011,21,9.3,1097,102
Tennessee,2011,22,7.38,1098,81
Tennessee,2011,23,6.82,1143,78
Tennessee,2011,24,5.64,1117,63
Tennessee,2011,25,9.12,1064,97
Tennessee,2011,26,8.23,1154,95
Tennessee,2011,27,8.37,1040,87
Tennessee,2011,28,7.99,1114,89
Tennessee,2011,29,6.91,1115,77
Tennessee,2011,30,7.69,1093,84
Tennessee,2011,31,9.09,1144,104
Tennessee,2011,32,7.87,1105,87
Tennessee,2011,33,6.8,1088,74
Tennessee,2011,34,6.67,1035,69
Tennessee,2011,35,8.3,1121,93
Tennessee,2011,36,7.86,1119,88
Tennessee,2011,37,6.97,1119,78
Tennessee,2011,38,7.75,1149,89
Tennessee,2011,39,8.37,1099,92
Tennessee,2011,40,8.04,1144,92
Tennessee,2011,41,8.42,1093,92
Tennessee,2011,42,8.15,1165,95
Tennessee,2011,43,6.8,1176,80
Tennessee,2011,44,7.85,1197,94
Tennessee,2011,45,9.24,1147,106
Tennessee,2011,46,9.6,1219,117
Tennessee,2011,47,9.05,1116,101
Tennessee,2011,48,8.85,1209,107
Tennessee,2011,49,9.4,1234,116
Tennessee,2011,50,8.79,1160,102
Tennessee,2011,51,8.49,1154,98
Tennessee,2011,52,9.07,1213,110
Tennessee,2012,01,9.74,1212,118
Tennessee,2012,02,8.7,1253,109
Tennessee,2012,03,11.1,1225,136
Tennessee,2012,04,9.96,1205,120
Tennessee,2012,05,9.39,1236,116
Tennessee,2012,06,8.59,1164,100
Tennessee,2012,07,8.9,1213,108
Tennessee,2012,08,9.04,1283,116
Tennessee,2012,09,9.64,1235,119
Tennessee,2012,10,9.18,1242,114
Tennessee,2012,11,8.28,1268,105
Tennessee,2012,12,6.82,1203,82
Tennessee,2012,13,8.07,1140,92
Tennessee,2012,14,9.04,1150,104
Tennessee,2012,15,8.23,1154,95
Tennessee,2012,16,9.27,1187,110
Tennessee,2012,17,8.6,1197,103
Tennessee,2012,18,8.98,1147,103
Tennessee,2012,19,8.71,1125,98
Tennessee,2012,20,7.94,1121,89
Tennessee,2012,21,7.36,1196,88
Tennessee,2012,22,8.45,1113,94
Tennessee,2012,23,6.99,1144,80
Tennessee,2012,24,7.87,1118,88
Tennessee,2012,25,7.59,1093,83
Tennessee,2012,26,8.38,1122,94
Tennessee,2012,27,8.32,1142,95
Tennessee,2012,28,9.31,1149,107
Tennessee,2012,29,8.52,1103,94
Tennessee,2012,30,7.55,1059,80
Tennessee,2012,31,7.23,1148,83
Tennessee,2012,32,8.11,1159,94
Tennessee,2012,33,7.3,1150,84
Tennessee,2012,34,6.61,1135,75
Tennessee,2012,35,5.87,1124,66
Tennessee,2012,36,8.2,1147,94
Tennessee,2012,37,7.05,1177,83
Tennessee,2012,38,8.12,1146,93
Tennessee,2012,39,8.18,1149,94
Tennessee,2012,40,7.87,1182,93
Tennessee,2012,41,7.03,1223,86
Tennessee,2012,42,7.54,1193,90
Tennessee,2012,43,9.33,1147,107
Tennessee,2012,44,9.18,1198,110
Tennessee,2012,45,8.55,1204,103
Tennessee,2012,46,8.57,1248,107
Tennessee,2012,47,7.91,1201,95
Tennessee,2012,48,8.27,1269,105
Tennessee,2012,49,8.82,1315,116
Tennessee,2012,50,10.75,1237,133
Tennessee,2012,51,10.79,1260,136
Tennessee,2012,52,10.52,1359,143
Tennessee,2013,01,12.27,1377,169
Tennessee,2013,02,13.44,1473,198
Tennessee,2013,03,10.26,1413,145
Tennessee,2013,04,10.7,1337,143
Tennessee,2013,05,10.32,1357,140
Tennessee,2013,06,10.25,1405,144
Tennessee,2013,07,9.8,1194,117
Tennessee,2013,08,7.99,1289,103
Tennessee,2013,09,9.12,1261,115
Tennessee,2013,10,10.54,1252,132
Tennessee,2013,11,9.66,1315,127
Tennessee,2013,12,8.55,1286,110
Tennessee,2013,13,8.96,1283,115
Tennessee,2013,14,9.14,1269,116
Tennessee,2013,15,9.11,1218,111
Tennessee,2013,16,8.45,1207,102
Tennessee,2013,17,9.55,1183,113
Tennessee,2013,18,8.75,1143,100
Tennessee,2013,19,7.77,1133,88
Tennessee,2013,20,7.6,1158,88
Tennessee,2013,21,7.56,1203,91
Tennessee,2013,22,6.41,1185,76
Tennessee,2013,23,7.97,1154,92
Tennessee,2013,24,7.91,1113,88
Tennessee,2013,25,8,1175,94
Tennessee,2013,26,8.61,1126,97
Tennessee,2013,27,6.43,1167,75
Tennessee,2013,28,8.02,1134,91
Tennessee,2013,29,7.03,1167,82
Tennessee,2013,30,8.15,1117,91
Tennessee,2013,31,6.55,1161,76
Tennessee,2013,32,7.8,1141,89
Tennessee,2013,33,8.91,1133,101
Tennessee,2013,34,7.33,1174,86
Tennessee,2013,35,8.08,1176,95
Tennessee,2013,36,8.39,1132,95
Tennessee,2013,37,7.92,1111,88
Tennessee,2013,38,7.08,1172,83
Tennessee,2013,39,7.64,1138,87
Tennessee,2013,40,7.45,1141,85
Tennessee,2013,41,7.08,1144,81
Tennessee,2013,42,6.92,1084,75
Tennessee,2013,43,7.14,1204,86
Tennessee,2013,44,6.66,1186,79
Tennessee,2013,45,8.6,1186,102
Tennessee,2013,46,8.75,1292,113
Tennessee,2013,47,8.92,1199,107
Tennessee,2013,48,6.96,1235,86
Tennessee,2013,49,8.17,1236,101
Tennessee,2013,50,10.26,1287,132
Tennessee,2013,51,9.75,1323,129
Tennessee,2013,52,10.82,1257,136
Tennessee,2014,01,11.57,1357,157
Tennessee,2014,02,12.17,1364,166
Tennessee,2014,03,12.63,1314,166
Tennessee,2014,04,12.34,1378,170
Tennessee,2014,05,11.97,1379,165
Tennessee,2014,06,10.49,1325,139
Tennessee,2014,07,9.73,1356,132
Tennessee,2014,08,9.01,1221,110
Tennessee,2014,09,8.6,1302,112
Tennessee,2014,10,7.74,1253,97
Tennessee,2014,11,7.8,1244,97
Tennessee,2014,12,8.19,1197,98
Tennessee,2014,13,7.65,1281,98
Tennessee,2014,14,7.55,1232,93
Tennessee,2014,15,7,1229,86
Tennessee,2014,16,9.15,1202,110
Tennessee,2014,17,6.7,1253,84
Tennessee,2014,18,8.57,1214,104
Tennessee,2014,19,8.42,1235,104
Tennessee,2014,20,8.65,1191,103
Tennessee,2014,21,10.09,1269,128
Tennessee,2014,22,6.43,1198,77
Tennessee,2014,23,8.13,1181,96
Tennessee,2014,24,7.94,1146,91
Tennessee,2014,25,6.3,1222,77
Tennessee,2014,26,6.77,1182,80
Tennessee,2014,27,6.73,1114,75
Tennessee,2014,28,6.48,1157,75
Tennessee,2014,29,7.91,1175,93
Tennessee,2014,30,7.45,1141,85
Tennessee,2014,31,6.29,1161,73
Tennessee,2014,32,5.75,1199,69
Tennessee,2014,33,6.55,1176,77
Tennessee,2014,34,6.42,1152,74
Tennessee,2014,35,6.86,1137,78
Tennessee,2014,36,6.3,1191,75
Tennessee,2014,37,6.7,1165,78
Tennessee,2014,38,6.5,1261,82
Tennessee,2014,39,7.35,1183,87
Tennessee,2014,40,5.73,1221,70
Tennessee,2014,41,6.84,1170,80
Tennessee,2014,42,7.43,1158,86
Tennessee,2014,43,7.85,1198,94
Tennessee,2014,44,9.3,1172,109
Tennessee,2014,45,7.91,1289,102
Tennessee,2014,46,7.84,1211,95
Tennessee,2014,47,8.69,1346,117
Tennessee,2014,48,7.84,1289,101
Tennessee,2014,49,9.71,1339,130
Tennessee,2014,50,8.07,1288,104
Tennessee,2014,51,9.58,1367,131
Tennessee,2014,52,10.08,1448,146
Tennessee,2014,53,11.3,1513,171
Tennessee,2015,01,12.72,1509,192
Tennessee,2015,02,13.23,1482,196
Tennessee,2015,03,10.54,1470,155
Tennessee,2015,04,10.61,1376,146
Tennessee,2015,05,10.21,1391,142
Tennessee,2015,06,10.55,1356,143
Tennessee,2015,07,7.76,1392,108
Tennessee,2015,08,9.64,1483,143
Tennessee,2015,09,9.32,1362,127
Tennessee,2015,10,9.74,1406,137
Tennessee,2015,11,9.36,1304,122
Tennessee,2015,12,7.99,1239,99
Tennessee,2015,13,7.83,1252,98
Tennessee,2015,14,7.52,1263,95
Tennessee,2015,15,7.45,1194,89
Tennessee,2015,16,7.82,1215,95
Tennessee,2015,17,8.49,1260,107
Tennessee,2015,18,7.6,1263,96
Tennessee,2015,19,7.42,1266,94
Tennessee,2015,20,7.2,1222,88
Tennessee,2015,21,7.72,1191,92
Tennessee,2015,22,7.62,1168,89
Tennessee,2015,23,6.68,1242,83
Tennessee,2015,24,8.29,1242,103
Tennessee,2015,25,6.89,1204,83
Tennessee,2015,26,6.16,1201,74
Tennessee,2015,27,6.99,1259,88
Tennessee,2015,28,7.63,1271,97
Tennessee,2015,29,6.63,1147,76
Tennessee,2015,30,6.54,1208,79
Tennessee,2015,31,6.89,1220,84
Tennessee,2015,32,5.59,1199,67
Tennessee,2015,33,6.19,1227,76
Tennessee,2015,34,6.32,1155,73
Tennessee,2015,35,6.79,1163,79
Tennessee,2015,36,8.37,1195,100
Tennessee,2015,37,7.19,1252,90
Tennessee,2015,38,6.62,1239,82
Tennessee,2015,39,6.51,1259,82
Tennessee,2015,40,8.52,1256,107
Tennessee,2015,41,6.88,1236,85
Tennessee,2015,42,8.26,1223,101
Tennessee,2015,43,6.5,1216,79
Tennessee,2015,44,7.64,1296,99
Tennessee,2015,45,6.16,1249,77
Tennessee,2015,46,8.11,1283,104
Tennessee,2015,47,7.34,1294,95
Tennessee,2015,48,7.07,1302,92
Tennessee,2015,49,6.93,1314,91
Tennessee,2015,50,7.72,1335,103
Tennessee,2015,51,7.15,1286,92
Tennessee,2015,52,7.91,1264,100
Tennessee,2016,01,8.78,1413,124
Tennessee,2016,02,7.94,1298,103
Tennessee,2016,03,8.6,1291,111
Tennessee,2016,04,8.31,1335,111
Tennessee,2016,05,9.26,1361,126
Tennessee,2016,06,8.09,1348,109
Tennessee,2016,07,8.48,1286,109
Tennessee,2016,08,8.69,1312,114
Tennessee,2016,09,8.64,1377,119
Tennessee,2016,10,8.71,1343,117
Tennessee,2016,11,9.2,1293,119
Tennessee,2016,12,6.72,1310,88
Tennessee,2016,13,9.28,1250,116
Tennessee,2016,14,7.77,1274,99
Tennessee,2016,15,8.04,1244,100
Tennessee,2016,16,6.24,1185,74
Tennessee,2016,17,7.74,1008,78
Tennessee,2016,18,7.24,1063,77
Tennessee,2016,19,3.99,978,39
Tennessee,2016,20,7.02,997,70
Tennessee,2016,21,7.58,990,75
Tennessee,2016,22,5.18,1023,53
Tennessee,2016,23,6.34,1041,66
Tennessee,2016,24,5.32,940,50
Tennessee,2016,25,6.56,960,63
Tennessee,2016,26,4.29,980,42
Tennessee,2016,27,4.91,958,47
Tennessee,2016,28,5.19,924,48
Tennessee,2016,29,4.67,857,40
Tennessee,2016,30,6.33,837,53
Tennessee,2016,31,5.9,797,47
Tennessee,2016,32,5.96,671,40
Tennessee,2016,33,4.4,364,16
Tennessee,2016,34,,,
Tennessee,2016,35,,,
Tennessee,2016,36,,,
Tennessee,2016,37,,,
Texas,2010,40,6.47,3077,199
Texas,2010,41,7.7,3052,235
Texas,2010,42,6.98,3124,218
Texas,2010,43,7.97,3073,245
Texas,2010,44,7,3173,222
Texas,2010,45,7.36,3286,242
Texas,2010,46,7.59,3359,255
Texas,2010,47,8.25,3225,266
Texas,2010,48,7.99,3305,264
Texas,2010,49,7.81,3391,265
Texas,2010,50,7.99,3381,270
Texas,2010,51,8.24,3481,287
Texas,2010,52,8.89,3420,304
Texas,2011,01,9.3,3549,330
Texas,2011,02,9.22,3405,314
Texas,2011,03,9.58,3540,339
Texas,2011,04,9.3,3547,330
Texas,2011,05,9.02,3459,312
Texas,2011,06,9.69,3704,359
Texas,2011,07,11.17,3806,425
Texas,2011,08,10.47,3592,376
Texas,2011,09,9.67,3525,341
Texas,2011,10,9.53,3482,332
Texas,2011,11,9.06,3431,311
Texas,2011,12,8.7,3253,283
Texas,2011,13,7.82,3145,246
Texas,2011,14,7.87,3241,255
Texas,2011,15,7.32,3184,233
Texas,2011,16,7.73,3221,249
Texas,2011,17,7.53,3109,234
Texas,2011,18,7.12,3158,225
Texas,2011,19,7.46,3192,238
Texas,2011,20,7.1,3084,219
Texas,2011,21,6.56,3110,204
Texas,2011,22,7.48,3035,227
Texas,2011,23,7.43,3055,227
Texas,2011,24,6.7,3134,210
Texas,2011,25,6.87,3117,214
Texas,2011,26,6.51,3135,204
Texas,2011,27,6.77,3042,206
Texas,2011,28,6.48,3104,201
Texas,2011,29,7.55,3074,232
Texas,2011,30,7.06,3032,214
Texas,2011,31,5.89,3105,183
Texas,2011,32,5.01,3036,152
Texas,2011,33,5.29,3023,160
Texas,2011,34,6.03,3037,183
Texas,2011,35,6.2,3130,194
Texas,2011,36,6.09,3056,186
Texas,2011,37,6.62,3234,214
Texas,2011,38,6.84,3057,209
Texas,2011,39,7.07,2970,210
Texas,2011,40,7.25,3157,229
Texas,2011,41,6.13,3053,187
Texas,2011,42,6.52,3146,205
Texas,2011,43,6.61,3145,208
Texas,2011,44,6.75,3258,220
Texas,2011,45,6.3,3268,206
Texas,2011,46,7.83,3194,250
Texas,2011,47,6.89,3033,209
Texas,2011,48,7.14,3150,225
Texas,2011,49,7.95,3369,268
Texas,2011,50,7.36,3395,250
Texas,2011,51,7.58,3366,255
Texas,2011,52,7.54,3503,264
Texas,2012,01,9.07,3495,317
Texas,2012,02,8.14,3488,284
Texas,2012,03,8.82,3594,317
Texas,2012,04,9.28,3328,309
Texas,2012,05,8.74,3272,286
Texas,2012,06,8.88,3389,301
Texas,2012,07,8.39,3455,290
Texas,2012,08,8.36,3432,287
Texas,2012,09,8.45,3421,289
Texas,2012,10,8.89,3452,307
Texas,2012,11,8.43,3321,280
Texas,2012,12,8.8,3364,296
Texas,2012,13,7.86,3332,262
Texas,2012,14,8.1,3285,266
Texas,2012,15,7.51,3248,244
Texas,2012,16,7.06,3316,234
Texas,2012,17,6.48,3256,211
Texas,2012,18,7.76,3260,253
Texas,2012,19,7.53,3226,243
Texas,2012,20,7.31,3269,239
Texas,2012,21,7.29,3253,237
Texas,2012,22,7.19,3240,233
Texas,2012,23,6.33,3144,199
Texas,2012,24,6.92,3252,225
Texas,2012,25,7.1,3153,224
Texas,2012,26,6.79,3356,228
Texas,2012,27,6.51,3226,210
Texas,2012,28,6.95,3065,213
Texas,2012,29,6.37,3267,208
Texas,2012,30,6.49,3250,211
Texas,2012,31,5.93,3188,189
Texas,2012,32,6.37,3142,200
Texas,2012,33,6.57,3137,206
Texas,2012,34,6.82,3181,217
Texas,2012,35,6.89,3236,223
Texas,2012,36,6.37,3173,202
Texas,2012,37,6.96,3091,215
Texas,2012,38,6.51,3132,204
Texas,2012,39,7.03,3345,235
Texas,2012,40,6.5,3367,219
Texas,2012,41,6.74,3265,220
Texas,2012,42,7.54,3221,243
Texas,2012,43,6.65,3278,218
Texas,2012,44,6.23,3385,211
Texas,2012,45,7.13,3325,237
Texas,2012,46,7.35,3403,250
Texas,2012,47,7.39,3327,246
Texas,2012,48,8.07,3569,288
Texas,2012,49,8.06,3672,296
Texas,2012,50,7.59,3556,270
Texas,2012,51,8.74,3685,322
Texas,2012,52,9.13,3855,352
Texas,2013,01,11.2,4195,470
Texas,2013,02,11.87,4346,516
Texas,2013,03,10.57,4239,448
Texas,2013,04,10.76,4091,440
Texas,2013,05,10.26,3722,382
Texas,2013,06,9.49,3689,350
Texas,2013,07,9.44,3495,330
Texas,2013,08,9,3523,317
Texas,2013,09,8.39,3481,292
Texas,2013,10,8.5,3647,310
Texas,2013,11,8.33,3504,292
Texas,2013,12,8.2,3596,295
Texas,2013,13,8.51,3585,305
Texas,2013,14,8.04,3394,273
Texas,2013,15,7.53,3401,256
Texas,2013,16,8.32,3424,285
Texas,2013,17,7.9,3278,259
Texas,2013,18,7.48,3277,245
Texas,2013,19,7.55,3232,244
Texas,2013,20,6.75,3291,222
Texas,2013,21,6.81,3231,220
Texas,2013,22,5.83,3260,190
Texas,2013,23,7.55,3311,250
Texas,2013,24,6.64,3326,221
Texas,2013,25,7.23,3307,239
Texas,2013,26,6.58,3299,217
Texas,2013,27,6.56,3369,221
Texas,2013,28,7.16,3255,233
Texas,2013,29,7.08,3165,224
Texas,2013,30,6.14,3273,201
Texas,2013,31,6.05,3241,196
Texas,2013,32,5.94,3248,193
Texas,2013,33,7.1,3211,228
Texas,2013,34,7.36,3154,232
Texas,2013,35,6.01,3077,185
Texas,2013,36,5.51,3087,170
Texas,2013,37,6.51,3211,209
Texas,2013,38,5.64,3175,179
Texas,2013,39,7.42,3168,235
Texas,2013,40,7.16,3185,228
Texas,2013,41,6.48,3273,212
Texas,2013,42,7.17,3208,230
Texas,2013,43,6.12,3299,202
Texas,2013,44,6.47,3217,208
Texas,2013,45,8.08,3304,267
Texas,2013,46,7,3442,241
Texas,2013,47,7.45,3465,258
Texas,2013,48,7.45,3465,258
Texas,2013,49,7.44,3604,268
Texas,2013,50,8.46,3796,321
Texas,2013,51,9.55,3885,371
Texas,2013,52,10.84,3864,419
Texas,2014,01,11.66,4115,480
Texas,2014,02,11.96,4156,497
Texas,2014,03,12.38,4031,499
Texas,2014,04,10.89,3885,423
Texas,2014,05,10.59,3862,409
Texas,2014,06,9.74,3810,371
Texas,2014,07,9.26,3823,354
Texas,2014,08,8.84,3666,324
Texas,2014,09,7.77,3654,284
Texas,2014,10,8.65,3745,324
Texas,2014,11,7.73,3714,287
Texas,2014,12,8.2,3572,293
Texas,2014,13,8.07,3521,284
Texas,2014,14,7.95,3535,281
Texas,2014,15,7.48,3434,257
Texas,2014,16,7.11,3419,243
Texas,2014,17,6.61,3434,227
Texas,2014,18,7.95,3435,273
Texas,2014,19,8.09,3499,283
Texas,2014,20,7,3457,242
Texas,2014,21,6.69,3391,227
Texas,2014,22,6.9,3245,224
Texas,2014,23,7.33,3397,249
Texas,2014,24,7.15,3300,236
Texas,2014,25,6.71,3339,224
Texas,2014,26,6.36,3366,214
Texas,2014,27,7.13,3382,241
Texas,2014,28,6.91,3228,223
Texas,2014,29,6.69,3275,219
Texas,2014,30,5.89,3260,192
Texas,2014,31,6.73,3299,222
Texas,2014,32,6.07,3327,202
Texas,2014,33,6.23,3305,206
Texas,2014,34,6.17,3223,199
Texas,2014,35,5.86,3310,194
Texas,2014,36,5.74,3308,190
Texas,2014,37,6.75,3334,225
Texas,2014,38,7.24,3315,240
Texas,2014,39,5.91,3317,196
Texas,2014,40,6.53,3324,217
Texas,2014,41,6.49,3361,218
Texas,2014,42,6.86,3309,227
Texas,2014,43,6.27,3475,218
Texas,2014,44,6.55,3342,219
Texas,2014,45,6.37,3484,222
Texas,2014,46,6.7,3462,232
Texas,2014,47,7.14,3795,271
Texas,2014,48,6.85,3739,256
Texas,2014,49,7.59,3821,290
Texas,2014,50,8.24,3798,313
Texas,2014,51,8.33,3746,312
Texas,2014,52,9.05,3902,353
Texas,2014,53,10.27,4179,429
Texas,2015,01,10.51,4385,461
Texas,2015,02,11.18,4374,489
Texas,2015,03,10.44,4215,440
Texas,2015,04,9.8,3990,391
Texas,2015,05,8.8,3932,346
Texas,2015,06,8.56,3901,334
Texas,2015,07,9.11,3775,344
Texas,2015,08,8.27,3883,321
Texas,2015,09,8.76,3916,343
Texas,2015,10,8.69,3890,338
Texas,2015,11,7.97,3888,310
Texas,2015,12,8.26,3717,307
Texas,2015,13,7.65,3658,280
Texas,2015,14,7.48,3634,272
Texas,2015,15,8.46,3678,311
Texas,2015,16,7.31,3545,259
Texas,2015,17,7.59,3611,274
Texas,2015,18,7.81,3677,287
Texas,2015,19,7.58,3536,268
Texas,2015,20,7.16,3491,250
Texas,2015,21,7.32,3551,260
Texas,2015,22,6.64,3553,236
Texas,2015,23,7.61,3520,268
Texas,2015,24,7.01,3440,241
Texas,2015,25,6.29,3388,213
Texas,2015,26,6.4,3440,220
Texas,2015,27,6.11,3456,211
Texas,2015,28,6.35,3541,225
Texas,2015,29,6.55,3451,226
Texas,2015,30,6.19,3410,211
Texas,2015,31,6.32,3498,221
Texas,2015,32,6.01,3362,202
Texas,2015,33,6.1,3378,206
Texas,2015,34,6.32,3353,212
Texas,2015,35,5.29,3366,178
Texas,2015,36,6.23,3320,207
Texas,2015,37,7.09,3429,243
Texas,2015,38,5.96,3420,204
Texas,2015,39,6.25,3410,213
Texas,2015,40,5.98,3513,210
Texas,2015,41,6.77,3395,230
Texas,2015,42,7.66,3511,269
Texas,2015,43,6.4,3421,219
Texas,2015,44,6.96,3537,246
Texas,2015,45,6.22,3519,219
Texas,2015,46,7.65,3701,283
Texas,2015,47,6.72,3544,238
Texas,2015,48,7.43,3593,267
Texas,2015,49,7.47,3898,291
Texas,2015,50,7.65,3780,289
Texas,2015,51,6.81,3877,264
Texas,2015,52,8.36,3660,306
Texas,2016,01,8.14,3993,325
Texas,2016,02,8.4,3762,316
Texas,2016,03,8.1,3767,305
Texas,2016,04,6.95,3799,264
Texas,2016,05,7.82,3810,298
Texas,2016,06,7.72,3979,307
Texas,2016,07,7.45,3919,292
Texas,2016,08,8.52,3790,323
Texas,2016,09,7.72,3849,297
Texas,2016,10,8,3774,302
Texas,2016,11,8.38,3721,312
Texas,2016,12,7.89,3788,299
Texas,2016,13,7.84,3764,295
Texas,2016,14,7.7,3765,290
Texas,2016,15,7.71,3644,281
Texas,2016,16,7.72,3615,279
Texas,2016,17,7.35,3661,269
Texas,2016,18,7.11,3586,255
Texas,2016,19,7.84,3570,280
Texas,2016,20,6.57,3579,235
Texas,2016,21,6.72,3614,243
Texas,2016,22,7.85,3427,269
Texas,2016,23,7.03,3625,255
Texas,2016,24,6.58,3602,237
Texas,2016,25,5.74,3536,203
Texas,2016,26,7.42,3435,255
Texas,2016,27,6.26,3403,213
Texas,2016,28,5.75,3183,183
Texas,2016,29,5.24,2808,147
Texas,2016,30,4.64,2629,122
Texas,2016,31,5.75,2521,145
Texas,2016,32,4.75,2463,117
Texas,2016,33,5.59,2506,140
Texas,2016,34,5.49,2478,136
Texas,2016,35,5.95,2421,144
Texas,2016,36,5.38,2378,128
Texas,2016,37,5.64,2094,118
Utah,2010,40,7.03,256,18
Utah,2010,41,8.66,277,24
Utah,2010,42,6.56,244,16
Utah,2010,43,9.33,268,25
Utah,2010,44,7.07,283,20
Utah,2010,45,6.91,275,19
Utah,2010,46,8.39,298,25
Utah,2010,47,5.83,309,18
Utah,2010,48,10.51,295,31
Utah,2010,49,8.73,275,24
Utah,2010,50,8.25,291,24
Utah,2010,51,8.33,312,26
Utah,2010,52,11.43,315,36
Utah,2011,01,9.06,320,29
Utah,2011,02,7.14,280,20
Utah,2011,03,9.18,294,27
Utah,2011,04,11.11,297,33
Utah,2011,05,7.72,311,24
Utah,2011,06,9.57,282,27
Utah,2011,07,10.03,329,33
Utah,2011,08,7.64,301,23
Utah,2011,09,11.11,315,35
Utah,2011,10,12.24,294,36
Utah,2011,11,8.7,299,26
Utah,2011,12,8.87,327,29
Utah,2011,13,8.19,293,24
Utah,2011,14,8.03,299,24
Utah,2011,15,10.42,288,30
Utah,2011,16,9.35,310,29
Utah,2011,17,6.79,280,19
Utah,2011,18,7.57,317,24
Utah,2011,19,5.46,293,16
Utah,2011,20,8.68,288,25
Utah,2011,21,10.03,289,29
Utah,2011,22,7.49,267,20
Utah,2011,23,8.93,291,26
Utah,2011,24,3.7,270,10
Utah,2011,25,7.41,297,22
Utah,2011,26,2.6,269,7
Utah,2011,27,5.5,291,16
Utah,2011,28,4.73,317,15
Utah,2011,29,8.2,305,25
Utah,2011,30,5.36,261,14
Utah,2011,31,7.22,291,21
Utah,2011,32,5.37,298,16
Utah,2011,33,6.9,290,20
Utah,2011,34,7.29,288,21
Utah,2011,35,5.76,278,16
Utah,2011,36,8.36,275,23
Utah,2011,37,5.75,261,15
Utah,2011,38,5.74,296,17
Utah,2011,39,3.35,269,9
Utah,2011,40,5.56,270,15
Utah,2011,41,6.27,287,18
Utah,2011,42,6.58,243,16
Utah,2011,43,5.37,298,16
Utah,2011,44,5.88,289,17
Utah,2011,45,8.28,314,26
Utah,2011,46,3.83,313,12
Utah,2011,47,7.74,297,23
Utah,2011,48,8.41,309,26
Utah,2011,49,7.53,279,21
Utah,2011,50,9.06,309,28
Utah,2011,51,7.84,319,25
Utah,2011,52,6.05,281,17
Utah,2012,01,8.39,298,25
Utah,2012,02,10.69,318,34
Utah,2012,03,9.01,322,29
Utah,2012,04,9.48,348,33
Utah,2012,05,7.46,295,22
Utah,2012,06,5.3,302,16
Utah,2012,07,8.56,292,25
Utah,2012,08,9.4,298,28
Utah,2012,09,7.59,303,23
Utah,2012,10,8.82,363,32
Utah,2012,11,10.3,301,31
Utah,2012,12,10.48,315,33
Utah,2012,13,10.37,299,31
Utah,2012,14,8.74,286,25
Utah,2012,15,7.44,309,23
Utah,2012,16,8.14,307,25
Utah,2012,17,7.45,282,21
Utah,2012,18,6.61,257,17
Utah,2012,19,6.81,279,19
Utah,2012,20,4.94,324,16
Utah,2012,21,7.43,269,20
Utah,2012,22,3.48,287,10
Utah,2012,23,6.23,305,19
Utah,2012,24,8.24,279,23
Utah,2012,25,8,275,22
Utah,2012,26,8.08,297,24
Utah,2012,27,6.62,287,19
Utah,2012,28,5.03,318,16
Utah,2012,29,7.12,295,21
Utah,2012,30,4.71,276,13
Utah,2012,31,5.32,263,14
Utah,2012,32,6.34,268,17
Utah,2012,33,6.64,301,20
Utah,2012,34,7.12,295,21
Utah,2012,35,4.21,309,13
Utah,2012,36,5.9,288,17
Utah,2012,37,7.55,278,21
Utah,2012,38,3.67,300,11
Utah,2012,39,6.32,285,18
Utah,2012,40,8.36,323,27
Utah,2012,41,7,300,21
Utah,2012,42,5.67,300,17
Utah,2012,43,7.14,322,23
Utah,2012,44,6.25,288,18
Utah,2012,45,8.71,287,25
Utah,2012,46,6.29,302,19
Utah,2012,47,8,325,26
Utah,2012,48,4.55,286,13
Utah,2012,49,8.78,319,28
Utah,2012,50,6.69,284,19
Utah,2012,51,6.61,333,22
Utah,2012,52,8.44,320,27
Utah,2013,01,12.36,364,45
Utah,2013,02,10.95,347,38
Utah,2013,03,11.23,383,43
Utah,2013,04,11.33,353,40
Utah,2013,05,9.3,355,33
Utah,2013,06,10.34,319,33
Utah,2013,07,12.19,320,39
Utah,2013,08,11.57,363,42
Utah,2013,09,8.75,343,30
Utah,2013,10,8.48,330,28
Utah,2013,11,8.28,314,26
Utah,2013,12,8.26,339,28
Utah,2013,13,8.31,313,26
Utah,2013,14,6.42,327,21
Utah,2013,15,6.42,296,19
Utah,2013,16,6.73,327,22
Utah,2013,17,5.63,320,18
Utah,2013,18,4.75,295,14
Utah,2013,19,7.07,283,20
Utah,2013,20,6.17,308,19
Utah,2013,21,4.79,313,15
Utah,2013,22,9.47,285,27
